"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 04 01:36:30 CEST 2019","Tue Jun 04 01:36:30 CEST 2019","366","","BumpListTest","","BumpListTest","[C6441] Purchases: Bump list purchase screen redirection","[C6441] Purchases: Bump list purchase screen redirection",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:18 CEST 2019","259","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_04_SetCategoryAndFilterByKeyword_IsSameCategorySelected","Search Consumer Goods: Search by keyword with a category preselected",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","282","","com.wallapop.functionality.search.searchRealEstate.behaviour.SearchRealEstateTest","","com.wallapop.functionality.search.searchRealEstate.behaviour.SearchRealEstateTest","searchRealEstate_01_SearchByAllFilters_AreItemsDisplayed","[C673] Search Real Estate: Search with different filters getting results",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","19","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a message with unnecessary spaces","Conversation messages: Send a message with unnecessary spaces",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","19","","SearchCars, SearchCars, SearchCars)","","SearchCars, SearchCars, SearchCars)","[C37162B] Save Searches: Save Cars searches and check my saved searches(SaveSearch_02_SaveCarsSearches_IsMySavedSearchDisplayed","[C37162B] Save Searches: Save Cars searches and check my saved searches(SaveSearch_02_SaveCarsSearches_IsMySavedSearchDisplayed",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:18 CEST 2019","268","","String, String)","","String, String)","Search Consumer Goods: Search by keyword with a category preselected(searchConsumerGoods_04_SetCategoryAndFilterByKeyword_IsSameCategorySelected","Search Consumer Goods: Search by keyword with a category preselected(searchConsumerGoods_04_SetCategoryAndFilterByKeyword_IsSameCategorySelected",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","User)","","User)","[C37160D] Save Searches: Delete a search(DeleteSearch_04_DeleteSearch_IsSearchDeleted","[C37160D] Save Searches: Delete a search(DeleteSearch_04_DeleteSearch_IsSearchDeleted",""
"broken","Tue Jun 04 01:36:37 CEST 2019","Tue Jun 04 01:36:37 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","Conversation_Actions_03_ClickUserAvatar_IsUserProfileShown","[C10885] Conversation data: User profile access from header",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","20","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_phoneIsInValid_paymentFailed","[C12559] Delivery pay: Buyer sends shipping offer with an invalid phone number",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","9","","com.wallapop.functionality.profile.userProfile.behaviour.AccountValidationTest","","com.wallapop.functionality.profile.userProfile.behaviour.AccountValidationTest","newUser_validatePhoneNumber_verificationCodeScreen","[C724] Profile verification: Phone verification",""
"broken","Tue Jun 04 01:36:26 CEST 2019","Tue Jun 04 01:36:26 CEST 2019","285","","User)","","User)","[C17025] Login: Login with a wrong Wallapop password(loginWallapopAccount_04_setWrongPassword_isUserNotLogged","[C17025] Login: Login with a wrong Wallapop password(loginWallapopAccount_04_setWrongPassword_isUserNotLogged",""
"broken","Tue Jun 04 01:36:22 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","259","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","SaveSearch_02_DoSearchWithResultsAndScroll_IsSaveSearchButtonDisplayedWhenScrollUp","[C37161B] Save Searches: Do a search with results and check Save search button at wall",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","14","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","ownItem_02_deleteSellingItem_BySoldOutsideWallapop_isItemNotDisplayed","[C689] Profile items: Delete a selling product",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","14","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_itemCategoryNotAllowed_NoDeliveryBarDisplayed","[C12561] Delivery chat: Buyer sends shipping offer for a not allowed item category",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_02_SendNumbers_IsMessageSent","Conversation messages: Send a message with only numbers",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.item.uploadAndEdit.behaviour.EditItemTest","","com.wallapop.functionality.item.uploadAndEdit.behaviour.EditItemTest","editItem_02_CarsItem_IsItemUpdated","[C10879] Item edition: Edit a Car item",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","21","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with 100 unread messages",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","5","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","ActivesInbox_Data_02_GoToInbox_IsConversationsDataDisplayed","[C441] Inbox data - Active conversations: Check conversations information",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","userReview_02_SellItemAndDoFullReview_isReviewDone","User Review: Sell item and do the review to the seller",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:22 CEST 2019","260","","com.wallapop.functionality.loginRegister.behaviour.LoginGmailUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginGmailUserTest","loginGmailAccount_02_selectExistingUser_isUserLogged","[C729] Login: Login with a right Google account",""
"broken","Mon Jun 03 17:43:37 CEST 2019","Mon Jun 03 17:43:37 CEST 2019","28","","com.wallapop.functionality.visibility.behaviour.BumpTest","","com.wallapop.functionality.visibility.behaviour.BumpTest","Bump_03_PurchaseCityBump_isBumpApplied","[C365] Purchases: Buy a City Bump for an item and check the counter",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","308","","com.wallapop.functionality.visibility.behaviour.BumpListTest","","com.wallapop.functionality.visibility.behaviour.BumpListTest","bumpListUploadFromEmptyList","[C15467] Purchases: Bump list upload from empty list",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","10","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","otherItem_02_unfavouriteItem_isItemUnfavourited","[C711] Profile items: Favorite and Unfavorite Item",""
"broken","Tue Jun 04 17:54:54 CEST 2019","Tue Jun 04 17:55:46 CEST 2019","51908","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_10_SendDateAndHour_IsMessageSent","[C69] Conversation messages: Send chat messages",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","52","","DeliveryForm)","","DeliveryForm)","[C12558] Delivery pay: Buyer sends shipping offer with postal code not allowed(payItem_postalCodeIsNotAllowed_paymentFailed","[C12558] Delivery pay: Buyer sends shipping offer with postal code not allowed(payItem_postalCodeIsNotAllowed_paymentFailed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","11","","CreditCard)","","CreditCard)","[C12548] Delivery accounts: Edit credit card with valid info(delivery_editCardWithValidInfo_editSuccess","[C12548] Delivery accounts: Edit credit card with valid info(delivery_editCardWithValidInfo_editSuccess",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","42","","DeliveryPayItemTest","","DeliveryPayItemTest","[C12562] Delivery chat: Buyer sends shipping offer for a reserved item","[C12562] Delivery chat: Buyer sends shipping offer for a reserved item",""
"broken","Tue Jun 04 01:36:32 CEST 2019","Tue Jun 04 01:36:32 CEST 2019","18","","String)","","String)","[C12598] Profile edition: Change gender(editProfile_06_EditGender_IsGenderAdded","[C12598] Profile edition: Change gender(editProfile_06_EditGender_IsGenderAdded",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","12","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_07_SendAllowedURL_IsMessageSent","[C10881] Conversation messages: Allowed URLs",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","263","","SearchCars)","","SearchCars)","[C8642] Search Cars: Search with different filters getting results(searchCars_01_SearchByAllFilters_AreItemsDisplayed","[C8642] Search Cars: Search with different filters getting results(searchCars_01_SearchByAllFilters_AreItemsDisplayed",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","26","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_postalCodeIsNotAllowed_paymentFailed","[C12558] Delivery pay: Buyer sends shipping offer with postal code not allowed",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","60","","BankAccount)","","BankAccount)","[C12574] Delivery accounts: Seller cash out money to bank account(delivery_cashOutToBankAccount_Success","[C12574] Delivery accounts: Seller cash out money to bank account(delivery_cashOutToBankAccount_Success",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","12","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message READ",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","5","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","SaveSearch_03_EditSavedSearch_IsSearchModified","[C37160C] Save Searches: Edit a saved search",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a message with 300 characters","Conversation messages: Send a message with 300 characters",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","265","","String)","","String)","Search Consumer Goods: Delete filters applied after search(searchConsumerGoods_07_SearchByKeywordWithNoResultsAndResetFilter_AreItemsDisplayed","Search Consumer Goods: Delete filters applied after search(searchConsumerGoods_07_SearchByKeywordWithNoResultsAndResetFilter_AreItemsDisplayed",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","27","","int)","","int)","[C71B] Inbox actions - Active conversations: Delete selected conversations(ActivesInbox_Actions_09_ArchiveSelectedConversations_IsConversationArchived","[C71B] Inbox actions - Active conversations: Delete selected conversations(ActivesInbox_Actions_09_ArchiveSelectedConversations_IsConversationArchived",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","14","","BankAccount)","","BankAccount)","[C12542] Delivery accounts: Edit Bank Account with valid name and IBAN(shipping_editBankAccountWithValidInfo_editSuccess","[C12542] Delivery accounts: Edit Bank Account with valid name and IBAN(shipping_editBankAccountWithValidInfo_editSuccess",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","15","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_07_editEmail_isSnackBarDisplayed","[C693] Profile edition: Change eMail",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","22","","OwnItemsTest","","OwnItemsTest","[C690] Profile items: Delete a sold product","[C690] Profile items: Delete a sold product",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","25","","DeliveryNumberOfShipmentsProfileTest","","DeliveryNumberOfShipmentsProfileTest","[C1677A] Delivery user profile: See the number of shipments on other profiles (more than one)","[C1677A] Delivery user profile: See the number of shipments on other profiles (more than one)",""
"broken","Tue Jun 04 01:36:27 CEST 2019","Tue Jun 04 01:36:27 CEST 2019","304","","LoginWallapopUserTest","","LoginWallapopUserTest","[C17029] Login: See Terms and Conditions from Wallapop login screen","[C17029] Login: See Terms and Conditions from Wallapop login screen",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","6","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","ActivesInbox_Data_01_GoToInbox_isInboxDisplayed","Inbox data - Active conversations: Go to the inbox",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","38","","ValueType, String)","","ValueType, String)","Inbox actions - Active conversations: Select a conversation by LASTMESSAGE_DATE with value 03 abr.(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by LASTMESSAGE_DATE with value 03 abr.(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","27","","RegisterWallapopUserTest","","RegisterWallapopUserTest","[C17028] Register: See Privacy Policy from Wallapop register screen","[C17028] Register: See Privacy Policy from Wallapop register screen",""
"passed","Mon Jun 03 11:57:37 CEST 2019","Mon Jun 03 11:57:37 CEST 2019","9","","com.wallapop.testPlans.CriticalPathsTest","","com.wallapop.testPlans.CriticalPathsTest","CriticalPathSuite","CriticalPathSuite",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","17","","com.wallapop.functionality.visibility.behaviour.ReactivationTest","","com.wallapop.functionality.visibility.behaviour.ReactivationTest","reactivationItem_Free","[C362] Profile: Reactivate an Expired item",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.visibility.behaviour.MotorPlanPurchaseTest","","com.wallapop.functionality.visibility.behaviour.MotorPlanPurchaseTest","Purchases_MotorPlan_01_PurchaseMediumMotorPlan_IsCustomizeYourPROProfileDisplayed","[C11990] Purchases: Buy a Motor Plan subscription and check the onboarding",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:18 CEST 2019","265","","String)","","String)","[C609] Search Consumer Goods: Do a search with no result(searchConsumerGoods_06_SearchByKeywordWithNoResults_IsWallEmptySpaceDisplated","[C609] Search Consumer Goods: Do a search with no result(searchConsumerGoods_06_SearchByKeywordWithNoResults_IsWallEmptySpaceDisplated",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","300","","ShareProfileTest","","ShareProfileTest","[C713] Profile: Share my user profile by Gmail","[C713] Profile: Share my user profile by Gmail",""
"broken","Tue Jun 04 01:36:14 CEST 2019","Tue Jun 04 01:36:14 CEST 2019","87","","DeliveryPayItemTest","","DeliveryPayItemTest","[C12563] Delivery chat: Buyer sends shipping offer for item with free shipping promo enabled","[C12563] Delivery chat: Buyer sends shipping offer for item with free shipping promo enabled",""
"broken","Tue Jun 04 01:36:32 CEST 2019","Tue Jun 04 01:36:32 CEST 2019","42","","String)","","String)","[C698] Profile edition: Change birthdate(editProfile_04_EditBirthDay_IsBirthDaySet","[C698] Profile edition: Change birthdate(editProfile_04_EditBirthDay_IsBirthDaySet",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","37","","ValueType, String)","","ValueType, String)","Inbox actions - Active conversations: Select a conversation by ITEM_TITLE with value iPhone(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected","Inbox actions - Active conversations: Select a conversation by ITEM_TITLE with value iPhone(ActivesInbox_Actions_06_SelectConversationByValue_IsConversationSelected",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","26","","OwnItemsTest","","OwnItemsTest","[C720] Profile items: Reserve an item","[C720] Profile items: Reserve an item",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","16","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","Conversation_Actions_04_ClickUserAvatarAtCard_IsUserProfileShown","[C10886] Conversation data: User profile access from user card",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","5","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_information_atItem_isAdShownOK","Search an Ad at item detail and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","22","","ConversationMessagingTest","","ConversationMessagingTest","[C10882] Conversation messages: Suspicious URL third voice","[C10882] Conversation messages: Suspicious URL third voice",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","13","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_currencyNotEuro_PaymentFailed","[C12564] Delivery pay: Buyer sends shipping offer in currency different than EUR",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","9","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesDataTest","SaveSearch_01_SaveCGSearches_IsMySavedSearchDisplayed","[C37162A] Save Searches: Save CG searches and check my saved searches",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","59","","DeliveryForm)","","DeliveryForm)","[C577] Delivery shipping request: Seller accepts a shipping offer(delivery_AcceptOffer_SellerTimelineWithCarrierTagDisplayed","[C577] Delivery shipping request: Seller accepts a shipping offer(delivery_AcceptOffer_SellerTimelineWithCarrierTagDisplayed",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","28","","DeliveryItemWeightTest","","DeliveryItemWeightTest","[C579] Delivery item detail: Add and Remove weight for my own items","[C579] Delivery item detail: Add and Remove weight for my own items",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","18","","ConversationMessagingTest","","ConversationMessagingTest","[C100] Conversation messages: Prohibited URLs","[C100] Conversation messages: Prohibited URLs",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","16","","ConversationDataTest","","ConversationDataTest","[C90B] Conversation data: Connection status toast","[C90B] Conversation data: Connection status toast",""
"broken","Tue Jun 04 01:36:32 CEST 2019","Tue Jun 04 01:36:32 CEST 2019","16","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_04_EditBirthDay_IsBirthDaySet","[C698] Profile edition: Change birthdate",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","279","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","SaveSearch_01_SaveSearchWithoutUserLogged_IsLoginMainScreenDisplayed","[C37161A] Save Searches: Save a search with no user logged",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","37","","String)","","String)","[C12561] Delivery chat: Buyer sends shipping offer for a not allowed item category(payItem_itemCategoryNotAllowed_NoDeliveryBarDisplayed","[C12561] Delivery chat: Buyer sends shipping offer for a not allowed item category(payItem_itemCategoryNotAllowed_NoDeliveryBarDisplayed",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","264","","String, String)","","String, String)","Search Consumer Goods: Search by keyword and select one from suggester(searchConsumerGoods_03_SetFilterByKeywordAndSelectFromSuggester_IsCategorySelected","Search Consumer Goods: Search by keyword and select one from suggester(searchConsumerGoods_03_SetFilterByKeywordAndSelectFromSuggester_IsCategorySelected",""
"broken","Tue Jun 04 01:36:32 CEST 2019","Tue Jun 04 01:36:32 CEST 2019","16","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_04_EditBirthDay_IsBirthDaySet","[C698] Profile edition: Change birthdate",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","11","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message SENT",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","19","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_postalCodeIsNotAllowed_paymentFailed","[C12558] Delivery pay: Buyer sends shipping offer with postal code not allowed",""
"passed","Mon Jun 03 00:23:42 CEST 2019","Mon Jun 03 00:23:42 CEST 2019","369","","com.wallapop.testPlans.SanityTest","","com.wallapop.testPlans.SanityTest","help_01_goToHelpScreen_isSectionsDisplayed","[C740] Help: Access and sections",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","10","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item UNAVAILABLE",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","10","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_14_SendMessageToAnUser_IsNotificationAfterLoginThatUser","Conversation messages: Send a message and see the notification received",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","255","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","searchCars_01_SearchByAllFilters_AreItemsDisplayed","[C8642] Search Cars: Search with different filters getting results",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","10","","com.wallapop.functionality.delivery.behaviour.DeliveryTutorialsTest","","com.wallapop.functionality.delivery.behaviour.DeliveryTutorialsTest","delivery_commissionInfoFromPayItem_TutorialDisplayed","[C12572] Delivery tutorials: Go to commission info tutorial from pay item",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","11","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the user AVAILABLE",""
"broken","Tue Jun 04 01:36:27 CEST 2019","Tue Jun 04 01:36:27 CEST 2019","286","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","loginWallapopAccount_05_setValidCredentials_isUserLogged","[C727] Login: Login with a right Wallapop credentials",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","273","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesPerformanceTest","SaveSearch_04_SaveExistingSearch_IsSavingNotAllowed","[C37161D] Save Searches: Try to save an existing search",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","String, String, String)","","String, String, String)","Search an Ad at item detail and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""(ads_information_atItem_isAdShownOK","Search an Ad at item detail and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""(ads_information_atItem_isAdShownOK",""
"broken","Tue Jun 04 01:36:18 CEST 2019","Tue Jun 04 01:36:18 CEST 2019","254","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_01_SearchByAllFilters_AreItemsDisplayed","[C828] Search Consumer Goods: Search with different filters getting results",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","8","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_04_GoToConversation_IsUserDataAtHeaderDisplayed","Conversation data: User data at header",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:29 CEST 2019","298","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","","com.wallapop.functionality.loginRegister.behaviour.LoginLocationPermissionsTest","onboardingPermissionsTest_01_skipLogin_isLocationPermissionScreenDisplayed","Onboarding: See the location permission after skip login",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","16","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_06_SendMaxChars_IsMessageSent","Conversation messages: Send a message with 300 characters",""
"broken","Tue Jun 04 01:36:30 CEST 2019","Tue Jun 04 01:36:30 CEST 2019","324","","com.wallapop.functionality.visibility.behaviour.BumpListTest","","com.wallapop.functionality.visibility.behaviour.BumpListTest","bumpListPurchaseRedirection","[C6441] Purchases: Bump list purchase screen redirection",""
