"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","14","","ItemConsumerGoods)","","ItemConsumerGoods)","[C792] Item upload: Upload a Consumer Goods item(upload_01_ConsumerGoodsItem_IsItemUploaded","[C792] Item upload: Upload a Consumer Goods item(upload_01_ConsumerGoodsItem_IsItemUploaded",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","25","","ConversationActionsTest","","ConversationActionsTest","[C10886] Conversation data: User profile access from user card","[C10886] Conversation data: User profile access from user card",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","10","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","otherItem_03_shareItem_isAdroidContentPopup","[C652] Item actions: Share an Item via eMail",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","25","","User, int)","","User, int)","User Review: Buy item and do the review to the buyer(userReview_04_BuyerDoesSellerReview_isReviewDone","User Review: Buy item and do the review to the buyer(userReview_04_BuyerDoesSellerReview_isReviewDone",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","5","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","","com.wallapop.functionality.delivery.behaviour.DeliveryBankAccountTest","shipping_registerBankAccount_registerFailed","[C12541] Delivery accounts: Register bank account with invalid IBAN",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","256","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","","com.wallapop.functionality.search.searchConsumerGoods.behaviour.SearchConsumerGoodsTest","searchConsumerGoods_03_SetFilterByKeywordAndSelectFromSuggester_IsCategorySelected","Search Consumer Goods: Search by keyword and select one from suggester",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","13","","int)","","int)","[C79] Inbox data - Active conversations: Conversations sorting(ActivesInbox_Data_05_SendMessage_IsInboxReordered","[C79] Inbox data - Active conversations: Conversations sorting(ActivesInbox_Data_05_SendMessage_IsInboxReordered",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","26","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","","com.wallapop.functionality.profile.editProfile.behaviour.EditProfileTest","editProfile_03_EditSurname_IsSurnameSet","[C695] Profile edition: Change first and last name",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","4","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxDataTest","ActivesInbox_Data_04_ReadConversation_IsReadBadgeHidden","[C80] Inbox data - Active conversations: Read conversations",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_access_atItem_isAdNotShown","Search and access to an Ad at the item detail",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","17","","SearchCG, String)","","SearchCG, String)","[C37160C] Save Searches: Edit a saved search(SaveSearch_03_EditSavedSearch_IsSearchModified","[C37160C] Save Searches: Edit a saved search(SaveSearch_03_EditSavedSearch_IsSearchModified",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","10","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","registerWallapopAccount_07_selectOneFavCategory_isSaveButtonDisplayed","[C26851B] Onboarding: Select one favourite category but not save selection (Category: Cars)",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_05_GoToConversation_IsUserDataAtCardDisplayed","[C385] Conversation data: User cards for Consumer Goods",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","25","","UserStatus)","","UserStatus)","Inbox actions - Active conversations: Go to a conversation with the user AVAILABLE(ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the user AVAILABLE(ActivesInbox_Actions_05_GoToConversationByUserStatus_IsConversationDisplayed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","BankAccount)","","BankAccount)","[C12540] Delivery accounts: Register bank account with a valid name and IBAN(shipping_registerBankAccount_registerSuccess","[C12540] Delivery accounts: Register bank account with a valid name and IBAN(shipping_registerBankAccount_registerSuccess",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","25","","User, int)","","User, int)","User Review: Sell item and do the review to the seller(userReview_02_SellItemAndDoFullReview_isReviewDone","User Review: Sell item and do the review to the seller(userReview_02_SellItemAndDoFullReview_isReviewDone",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","13","","ItemConsumerGoods)","","ItemConsumerGoods)","[C645] Item edition: Edit a Consumer Goods item(editItem_01_ConsumerGoodsItem_IsItemUpdated","[C645] Item edition: Edit a Consumer Goods item(editItem_01_ConsumerGoodsItem_IsItemUpdated",""
"broken","Tue Jun 04 01:36:20 CEST 2019","Tue Jun 04 01:36:20 CEST 2019","255","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","","com.wallapop.functionality.search.searchCars.behaviour.SearchCarsTest","searchCars_02_SetFiltersAndReset_IsFilterResetLessCategory","Search Cars: Reset filters selected",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","37","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","","com.wallapop.functionality.delivery.behaviour.DeliveryPayItemTest","payItem_phoneIsNotAMobileNumber_paymentFailed","[C12560] Delivery pay: Buyer sends shipping offer with invalid phone number (not a mobile number)",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","31","","DeliveryReviewTest","","DeliveryReviewTest","[C1676B] Delivery user profile: See a shipping review for sold item in my profile","[C1676B] Delivery user profile: See a shipping review for sold item in my profile",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","17","","ConversationDataTest","","ConversationDataTest","[C93] Conversation data: Item data at header","[C93] Conversation data: Item data at header",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","15","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","ownItem_01_reserveFirstSellingItem_itemReserved","[C720] Profile items: Reserve an item",""
"broken","Tue Jun 04 01:36:30 CEST 2019","Tue Jun 04 01:36:30 CEST 2019","318","","com.wallapop.functionality.visibility.behaviour.BumpListTest","","com.wallapop.functionality.visibility.behaviour.BumpListTest","bumpListEmptyListDesign","[C15466] Purchases: Bump list empty list design",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","13","","com.wallapop.functionality.delivery.behaviour.DeliveryTransactionTest","","com.wallapop.functionality.delivery.behaviour.DeliveryTransactionTest","delivery_cancelTransaction_SellerTimelineCanceledStatusDisplayed","[C581] Delivery timeline: Seller cancels a shipping order",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","8","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_07_GoToConversation_Is3rdVoicesDataDisplayed","Conversation data: Verify 3rd voices data",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","22","","int)","","int)","[C648] Item actions: Report this listing in item Page(otherItem_04_reportItemByReasonNumber_isItemReported","[C648] Item actions: Report this listing in item Page(otherItem_04_reportItemByReasonNumber_isItemReported",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","21","","com.wallapop.functionality.delivery.behaviour.DeliveryTransactionTest","","com.wallapop.functionality.delivery.behaviour.DeliveryTransactionTest","delivery_AcceptOffer_SellerTimelineWithCarrierTagDisplayed","[C577] Delivery shipping request: Seller accepts a shipping offer",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_15_AutoresendPendingMessagesAfterRecoverNetwork_AreMessagesSent","[C35154] Conversation messages: Autoresend pending messages after recover connection",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","ConversationMessagingTest","","ConversationMessagingTest","[C35154] Conversation messages: Autoresend pending messages after recover connection","[C35154] Conversation messages: Autoresend pending messages after recover connection",""
"broken","Tue Jun 04 01:36:17 CEST 2019","Tue Jun 04 01:36:17 CEST 2019","267","","String)","","String)","[C846] Search Consumer Goods: Filter by location entered manually(searchConsumerGoods_05_changeLocationSearch_itemLocation","[C846] Search Consumer Goods: Filter by location entered manually(searchConsumerGoods_05_changeLocationSearch_itemLocation",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","13","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item SOLD",""
"broken","Tue Jun 04 01:36:33 CEST 2019","Tue Jun 04 01:36:33 CEST 2019","32","","String)","","String)","[C695] Profile edition: Change first and last name(editProfile_02_EditName_IsNameSet","[C695] Profile edition: Change first and last name(editProfile_02_EditName_IsNameSet",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","285","","SearchCG)","","SearchCG)","[C37161A] Save Searches: Save a search with no user logged(SaveSearch_01_SaveSearchWithoutUserLogged_IsLoginMainScreenDisplayed","[C37161A] Save Searches: Save a search with no user logged(SaveSearch_01_SaveSearchWithoutUserLogged_IsLoginMainScreenDisplayed",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","18","","SearchRE, SearchRE, SearchRE)","","SearchRE, SearchRE, SearchRE)","[C37162C] Save Searches: Save RE searches and check my saved searches(SaveSearch_03_SaveRESearches_IsMySavedSearchDisplayed","[C37162C] Save Searches: Save RE searches and check my saved searches(SaveSearch_03_SaveRESearches_IsMySavedSearchDisplayed",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","12","","CreditCard)","","CreditCard)","[C12546] Delivery accounts: Register a card with invalid info(delivery_addCreditCardWithInvalidInfo_registerFailed","[C12546] Delivery accounts: Register a card with invalid info(delivery_addCreditCardWithInvalidInfo_registerFailed",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationDataTest","Conversation_Data_01_NewConversation_IsConversationEmpty","Conversation data: New conversation without messages",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","24","","User, String)","","User, String)","[C26851B] Onboarding: Select one favourite category but not save selection (Category: Cars)(registerWallapopAccount_07_selectOneFavCategory_isSaveButtonDisplayed","[C26851B] Onboarding: Select one favourite category but not save selection (Category: Cars)(registerWallapopAccount_07_selectOneFavCategory_isSaveButtonDisplayed",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","39","","ReactivationTest","","ReactivationTest","[C362] Profile: Reactivate an Expired item","[C362] Profile: Reactivate an Expired item",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","13","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","","com.wallapop.functionality.userReview.buyerSellerReview.behaviour.BuyerSellerReviewTest","userReview_03_SellItemAndDoBuyerReview_isReviewDone","User Review: Sell item and do the review without comment to the seller",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","286","","User)","","User)","[C726] Login: Login with a right Facebook account(loginFacebookAccount_02_selectExistingUser_isUserLogged","[C726] Login: Login with a right Facebook account(loginFacebookAccount_02_selectExistingUser_isUserLogged",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","12","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_07_SelectSomeConversations_IsConversationSelected","Inbox actions - Active conversations: Select some conversations",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","delivery_deleteCard_deleteSuccess","[C12549] Delivery accounts: Delete existing credit card",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_access_atWall_isAdNotShown","Search and access to an Ad at the wall",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","11","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with 0 unread messages",""
"broken","Tue Jun 04 01:36:13 CEST 2019","Tue Jun 04 01:36:13 CEST 2019","37","","DeliveryItemWeightTest","","DeliveryItemWeightTest","[C12551] Delivery item detail: Edit shipping weight from item detail","[C12551] Delivery item detail: Edit shipping weight from item detail",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","17","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a phone number","Conversation messages: Send a phone number",""
"broken","Tue Jun 04 17:56:07 CEST 2019","Tue Jun 04 17:56:21 CEST 2019","13684","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","otherItem_01_favouriteItem_isItemFavourited","[C646] Item actions: Favorite an item at the item detail",""
"broken","Tue Jun 04 01:36:27 CEST 2019","Tue Jun 04 01:36:27 CEST 2019","293","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","loginWallapopAccount_01_seeTermsAndConditions_goBackLoginScreen","[C17029] Login: See Terms and Conditions from Wallapop login screen",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","20","","ConversationActionsTest","","ConversationActionsTest","[C49] Conversation actions: Blocking an user behaviour","[C49] Conversation actions: Blocking an user behaviour",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","21","","int)","","int)","Inbox actions - Active conversations: Go to a conversation with 1 unread messages(ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with 1 unread messages(ActivesInbox_Actions_02_GoToConversationByUnreadMessages_ConversationDisplayed",""
"broken","Tue Jun 04 01:36:26 CEST 2019","Tue Jun 04 01:36:26 CEST 2019","277","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.LoginWallapopUserTest","loginWallapopAccount_04_setWrongPassword_isUserNotLogged","[C17025] Login: Login with a wrong Wallapop password",""
"broken","Tue Jun 04 01:36:22 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","281","","SearchCG, SearchCG)","","SearchCG, SearchCG)","[C37161E] Save Searches: Save the same search after the location was changed(LaunchSearch_05_LaunchSearchAndCheckFiltersScreen_AreFiltersCorrect","[C37161E] Save Searches: Save the same search after the location was changed(LaunchSearch_05_LaunchSearchAndCheckFiltersScreen_AreFiltersCorrect",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","13","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","registerWallapopAccount_03_setWrongEmail_isUserNotRegistered","[C17026] Register: Sign up with a Wallapop account with wrong or duplicated eMail",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","42","","com.wallapop.functionality.chat.inbox.behaviour.EmptyInboxTest","","com.wallapop.functionality.chat.inbox.behaviour.EmptyInboxTest","Inbox_NewUser_01_GoToInbox_IsEmptySpaceDisplayed","[C84] Inbox data - Active conversations: Empty space",""
"passed","Mon Jun 03 18:03:10 CEST 2019","Mon Jun 03 18:03:10 CEST 2019","24","","com.wallapop.testPlans.SanityTest","","com.wallapop.testPlans.SanityTest","main","main()",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","17","","OwnItemsTest","","OwnItemsTest","[C35144] Profile items: Let user delete an inactive item","[C35144] Profile items: Let user delete an inactive item",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","12","","MotorPlanPurchaseTest","","MotorPlanPurchaseTest","[C11990] Purchases: Buy a Motor Plan subscription and check the onboarding","[C11990] Purchases: Buy a Motor Plan subscription and check the onboarding",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","16","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_09_ArchiveSelectedConversations_IsConversationArchived","[C71B] Inbox actions - Active conversations: Delete selected conversations",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","4","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_information_atWall_isAdShownOK","Search an Ad at the wall and check AdType ""Debug"" AdServer ""DFP"" AdProvider ""MoPub""",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","17","","ConversationActionsTest","","ConversationActionsTest","[C10884] Conversation data: Item detail access from header","[C10884] Conversation data: Item detail access from header",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","14","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","","com.wallapop.functionality.loginRegister.behaviour.RegisterWallapopUserTest","registerWallapopAccount_02_seePrivacyPolicy_goBackRegisterScreen","[C17028] Register: See Privacy Policy from Wallapop register screen",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","21","","User, String)","","User, String)","[C26851C] Onboarding: Select favourite categories (Categories: Real Estate|Home & Garden|Appliances)(registerWallapopAccount_08_selectFavCategories_isWallDisplayed","[C26851C] Onboarding: Select favourite categories (Categories: Real Estate|Home & Garden|Appliances)(registerWallapopAccount_08_selectFavCategories_isWallDisplayed",""
"broken","Tue Jun 04 01:36:19 CEST 2019","Tue Jun 04 01:36:19 CEST 2019","20","","ActivesInboxDataTest","","ActivesInboxDataTest","Inbox data - Active conversations: Go to the inbox","Inbox data - Active conversations: Go to the inbox",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","17","","AccountValidationTest","","AccountValidationTest","[C724] Profile verification: Phone verification","[C724] Profile verification: Phone verification",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:28 CEST 2019","310","","LoginLocationPermissionsTest","","LoginLocationPermissionsTest","[C17700] Onboarding: Allow the location permissions after login an user","[C17700] Onboarding: Allow the location permissions after login an user",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","11","","","","","otherItem_06_clickChatButtonAtItem_userLogged_isConversationShown","otherItem_06_clickChatButtonAtItem_userLogged_isConversationShown",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","23","","ConversationMessagingTest","","ConversationMessagingTest","Conversation messages: Send a message with only special characters","Conversation messages: Send a message with only special characters",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","17","","ConversationDataTest","","ConversationDataTest","Conversation data: New conversation without messages","Conversation data: New conversation without messages",""
"broken","Tue Jun 04 01:36:16 CEST 2019","Tue Jun 04 01:36:16 CEST 2019","34","","DeliveryForm)","","DeliveryForm)","[C581] Delivery timeline: Seller cancels a shipping order(delivery_cancelTransaction_SellerTimelineCanceledStatusDisplayed","[C581] Delivery timeline: Seller cancels a shipping order(delivery_cancelTransaction_SellerTimelineCanceledStatusDisplayed",""
"broken","Tue Jun 04 01:36:24 CEST 2019","Tue Jun 04 01:36:24 CEST 2019","9","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationMessagingTest","Conversation_Messaging_04_SendEmail_IsMessageSent","Conversation messages: Send an email address",""
"broken","Tue Jun 04 01:36:35 CEST 2019","Tue Jun 04 01:36:35 CEST 2019","11","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_03_GoToConversationByLastMessageStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with last message RECEIVED",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","16","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","","com.wallapop.functionality.chat.conversation.behaviour.ConversationActionsTest","Conversation_Actions_06_ReportUser_IsUserReported","[C70] Conversation actions: Report an user",""
"broken","Tue Jun 04 01:36:31 CEST 2019","Tue Jun 04 01:36:31 CEST 2019","30","","String)","","String)","[C693] Profile edition: Change eMail(editProfile_07_editEmail_isSnackBarDisplayed","[C693] Profile edition: Change eMail(editProfile_07_editEmail_isSnackBarDisplayed",""
"broken","Tue Jun 04 01:36:28 CEST 2019","Tue Jun 04 01:36:29 CEST 2019","309","","LoginLocationPermissionsTest","","LoginLocationPermissionsTest","Onboarding: See the location permission after skip login","Onboarding: See the location permission after skip login",""
"broken","Tue Jun 04 01:36:23 CEST 2019","Tue Jun 04 01:36:23 CEST 2019","24","","BuyerSellerReviewTest","","BuyerSellerReviewTest","User Review: Sell item to user and don't do any review","User Review: Sell item to user and don't do any review",""
"broken","Tue Jun 04 01:36:37 CEST 2019","Tue Jun 04 01:36:37 CEST 2019","21","","ConversationActionsTest","","ConversationActionsTest","[C10885] Conversation data: User profile access from header","[C10885] Conversation data: User profile access from header",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","5","","com.wallapop.functionality.ads.behaviour.AdsTest","","com.wallapop.functionality.ads.behaviour.AdsTest","ads_topBannerPromoted_isAtWall","[C117A] Verify if top banner promoted exists at wall and is clickable",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","6","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","","com.wallapop.functionality.search.saveSearches.behaviour.SavedSearchesActionsTest","SaveSearch_05_SaveTheSameSearchInDifferentLocation_IsSearchSaved","[C37160E] Save Searches: Launch a search from the list and check the filters in filters screen",""
"broken","Tue Jun 04 01:36:21 CEST 2019","Tue Jun 04 01:36:21 CEST 2019","6","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","","com.wallapop.functionality.delivery.behaviour.DeliveryCreditCardTest","delivery_addCreditCardWithValidInfo_registerSucccess","[C12545] Delivery accounts: Register a card with valid info",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","30","","User, String)","","User, String)","[C26851C] Onboarding: Select favourite categories (Categories: TV, Audio & Cameras|Computers & Electronic|Cell Phones & Accessories|Movies, Books & Music)(registerWallapopAccount_08_selectFavCategories_isWallDisplayed","[C26851C] Onboarding: Select favourite categories (Categories: TV, Audio & Cameras|Computers & Electronic|Cell Phones & Accessories|Movies, Books & Music)(registerWallapopAccount_08_selectFavCategories_isWallDisplayed",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","18","","SearchCG, SearchCG, SearchCG)","","SearchCG, SearchCG, SearchCG)","[C37162A] Save Searches: Save CG searches and check my saved searches(SaveSearch_01_SaveCGSearches_IsMySavedSearchDisplayed","[C37162A] Save Searches: Save CG searches and check my saved searches(SaveSearch_01_SaveCGSearches_IsMySavedSearchDisplayed",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","24","","ConversationActionsTest","","ConversationActionsTest","[C70] Conversation actions: Report an user","[C70] Conversation actions: Report an user",""
"broken","Tue Jun 04 01:36:15 CEST 2019","Tue Jun 04 01:36:15 CEST 2019","11","","com.wallapop.functionality.delivery.behaviour.DeliveryNumberOfShipmentsProfileTest","","com.wallapop.functionality.delivery.behaviour.DeliveryNumberOfShipmentsProfileTest","otherProfiles_moreThanOneShipment_Success","[C1677A] Delivery user profile: See the number of shipments on other profiles (more than one)",""
"broken","Tue Jun 04 01:36:36 CEST 2019","Tue Jun 04 01:36:36 CEST 2019","14","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","","com.wallapop.functionality.item.actions.behaviour.OtherItemsTest","otherItem_04_reportItemByReasonNumber_isItemReported","[C648] Item actions: Report this listing in item Page",""
"broken","Tue Jun 04 01:36:25 CEST 2019","Tue Jun 04 01:36:25 CEST 2019","9","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","","com.wallapop.functionality.item.actions.behaviour.OwnItemsTest","ownItem_03_deleteSoldItem_isItemNotDisplayed","[C690] Profile items: Delete a sold product",""
"broken","Tue Jun 04 01:36:34 CEST 2019","Tue Jun 04 01:36:34 CEST 2019","16","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","","com.wallapop.functionality.chat.inbox.behaviour.ActivesInboxActionsTest","ActivesInbox_Actions_04_GoToConversationByItemStatus_IsConversationDisplayed","Inbox actions - Active conversations: Go to a conversation with the item RESERVED",""
"broken","Tue Jun 04 01:36:37 CEST 2019","Tue Jun 04 01:36:38 CEST 2019","394","","com.wallapop.functionality.help.behaviour.HelpTest","","com.wallapop.functionality.help.behaviour.HelpTest","help_02_goToHelpLegalAgreementsScreen_isLegalAgreementsDisplayed","[C739] Help: Legal agreements",""
